gene_id,chromosome,strand,tss_position,extracted_start,extracted_end,sequence_length
AT1G76952,1,-,28915102,28915102,28916101,1000
AT1G76954,1,-,28918537,28918537,28919536,1000
AT1G76955,1,-,28919764,28919764,28920763,1000
AT1G76960,1,-,28920976,28920976,28921975,1000
AT1G76965,1,-,28922431,28922431,28923430,1000
AT1G76970,1,-,28925468,28925468,28926467,1000
AT1G76980,1,-,28927391,28927391,28928390,1000
AT1G76990,1,+,28932119,28931120,28932119,1000
AT1G76994,1,+,28937319,28936320,28937319,1000
AT1G77000,1,+,28940147,28939148,28940147,1000
AT1G77010,1,+,28942710,28941711,28942710,1000
AT1G77020,1,-,28947186,28947186,28948185,1000
AT1G77030,1,-,28951655,28951655,28952654,1000
AT1G77060,1,-,28953580,28953580,28954579,1000
AT1G77080,1,+,28955483,28954484,28955483,1000
AT1G77090,1,-,28961974,28961974,28962973,1000
AT1G77093,1,+,28962465,28961466,28962465,1000
AT1G77100,1,-,28967015,28967015,28968014,1000
AT1G77110,1,+,28970714,28969715,28970714,1000
AT1G77120,1,+,28975255,28974256,28975255,1000
AT1G77122,1,-,28978750,28978750,28979749,1000
AT1G77130,1,-,28981345,28981345,28982344,1000
AT1G77140,1,+,28983934,28982935,28983934,1000
AT1G77145,1,-,28991454,28991454,28992453,1000
AT1G77150,1,-,28993170,28993170,28994169,1000
AT1G77160,1,-,28996594,28996594,28997593,1000
AT1G77170,1,-,28999600,28999600,29000599,1000
AT1G77180,1,-,29002143,29002143,29003142,1000
AT1G77200,1,-,29005281,29005281,29006280,1000
AT1G77210,1,-,29012096,29012096,29013095,1000
AT1G77220,1,+,29012674,29011675,29012674,1000
AT1G77230,1,+,29016120,29015121,29016120,1000
AT1G77240,1,-,29019789,29019789,29020788,1000
AT1G77250,1,-,29023474,29023474,29024473,1000
AT1G77260,1,-,29027108,29027108,29028107,1000
AT1G77270,1,+,29027753,29026754,29027753,1000
AT1G77280,1,-,29034822,29034822,29035821,1000
AT1G77290,1,+,29038366,29037367,29038366,1000
AT1G77300,1,-,29049454,29049454,29050453,1000
AT1G77310,1,+,29051498,29050499,29051498,1000
AT1G77320,1,+,29056427,29055428,29056427,1000
AT1G77330,1,-,29064637,29064637,29065636,1000
AT1G77340,1,-,29070037,29070037,29071036,1000
AT1G77350,1,+,29070225,29069226,29070225,1000
AT1G77360,1,-,29073729,29073729,29074728,1000
AT1G77370,1,+,29073840,29072841,29073840,1000
AT1G77380,1,-,29077390,29077390,29078389,1000
AT1G77390,1,-,29084285,29084285,29085284,1000
AT1G77400,1,+,29085575,29084576,29085575,1000
AT1G77405,1,+,29087126,29086127,29087126,1000
AT1G77410,1,-,29093264,29093264,29094263,1000
AT1G77420,1,+,29093499,29092500,29093499,1000
AT1G77440,1,+,29096020,29095021,29096020,1000
AT1G77450,1,+,29099839,29098840,29099839,1000
AT1G77460,1,+,29103608,29102609,29103608,1000
AT1G77470,1,-,29114548,29114548,29115547,1000
AT1G77480,1,-,29117344,29117344,29118343,1000
AT1G77490,1,+,29117500,29116501,29117500,1000
AT1G77500,1,+,29121226,29120227,29121226,1000
AT1G77510,1,+,29126648,29125649,29126648,1000
AT1G77520,1,+,29130375,29129376,29130375,1000
AT1G77525,1,-,29134531,29134531,29135530,1000
AT1G77530,1,+,29135904,29134905,29135904,1000
AT1G77540,1,-,29138282,29138282,29139281,1000
AT1G77550,1,-,29143050,29143050,29144049,1000
AT1G77570,1,+,29143350,29142351,29143350,1000
AT1G77580,1,-,29147646,29147646,29148645,1000
AT1G77590,1,-,29152395,29152395,29153394,1000
AT1G77600,1,-,29162448,29162448,29163447,1000
AT1G77610,1,+,29165170,29164171,29165170,1000
AT1G77620,1,-,29173032,29173032,29174031,1000
AT1G77630,1,+,29173409,29172410,29173409,1000
AT1G77640,1,+,29178705,29177706,29178705,1000
AT1G77650,1,+,29181110,29180111,29181110,1000
AT1G77655,1,-,29183172,29183172,29184171,1000
AT1G77660,1,-,29187932,29187932,29188931,1000
AT1G77670,1,-,29191079,29191079,29192078,1000
AT1G77680,1,-,29196290,29196290,29197289,1000
AT1G77682,1,-,29197071,29197071,29198070,1000
AT1G77690,1,-,29203418,29203418,29204417,1000
AT1G77700,1,+,29204747,29203748,29204747,1000
AT1G77710,1,+,29206567,29205568,29206567,1000
AT1G77720,1,+,29210496,29209497,29210496,1000
AT1G77730,1,+,29214220,29213221,29214220,1000
AT1G77740,1,+,29220349,29219350,29220349,1000
AT1G77750,1,-,29231727,29231727,29232726,1000
AT1G77760,1,-,29239484,29239484,29240483,1000
AT1G77765,1,+,29244775,29243776,29244775,1000
AT1G77770,1,-,29248150,29248150,29249149,1000
AT1G77780,1,-,29249528,29249528,29250527,1000
AT1G77790,1,-,29251976,29251976,29252975,1000
AT1G77800,1,+,29253332,29252333,29253332,1000
AT1G77810,1,-,29263119,29263119,29264118,1000
AT1G77815,1,-,29263650,29263650,29264649,1000
AT1G77830,1,-,29267752,29267752,29268751,1000
AT1G77840,1,+,29268336,29267337,29268336,1000
AT1G77850,1,+,29272074,29271075,29272074,1000
AT1G77855,1,-,29278631,29278631,29279630,1000
AT1G77860,1,-,29284480,29284480,29285479,1000
AT1G77870,1,+,29284963,29283964,29284963,1000
AT1G77880,1,-,29287190,29287190,29288189,1000
AT1G77885,1,+,29289873,29288874,29289873,1000
AT1G77890,1,+,29292075,29291076,29292075,1000
AT1G77910,1,+,29296138,29295139,29296138,1000
AT1G77920,1,+,29298243,29297244,29298243,1000
AT1G77930,1,+,29300971,29299972,29300971,1000
AT1G77932,1,-,29303519,29303519,29304518,1000
AT1G77940,1,-,29305411,29305411,29306410,1000
AT1G77950,1,+,29306824,29305825,29306824,1000
AT1G77960,1,-,29313571,29313571,29314570,1000
AT1G77980,1,-,29317186,29317186,29318185,1000
AT1G77990,1,-,29323352,29323352,29324351,1000
AT1G78000,1,+,29327515,29326516,29327515,1000
AT1G78010,1,+,29333412,29332413,29333412,1000
AT1G78020,1,+,29338530,29337531,29338530,1000
AT1G78030,1,+,29342157,29341158,29342157,1000
AT1G78040,1,+,29344539,29343540,29344539,1000
AT1G78050,1,+,29347581,29346582,29347581,1000
AT1G78060,1,-,29352946,29352946,29353945,1000
AT1G78070,1,+,29354944,29353945,29354944,1000
AT1G78080,1,+,29364072,29363073,29364072,1000
AT1G78090,1,+,29373803,29372804,29373803,1000
AT1G78100,1,+,29387672,29386673,29387672,1000
AT1G78110,1,+,29391630,29390631,29391630,1000
AT1G78120,1,-,29396105,29396105,29397104,1000
AT1G78130,1,+,29400140,29399141,29400140,1000
AT1G78140,1,-,29404025,29404025,29405024,1000
AT1G78150,1,+,29404648,29403649,29404648,1000
AT1G78160,1,+,29407608,29406609,29407608,1000
AT1G78170,1,+,29413874,29412875,29413874,1000
AT1G78172,1,+,29415477,29414478,29415477,1000
AT1G78180,1,+,29416837,29415838,29416837,1000
AT1G78190,1,-,29418994,29418994,29419993,1000
AT1G78200,1,+,29419466,29418467,29419466,1000
AT1G78210,1,-,29424589,29424589,29425588,1000
AT1G78220,1,-,29427181,29427181,29428180,1000
AT1G78230,1,+,29430052,29429053,29430052,1000
AT1G78240,1,-,29436674,29436674,29437673,1000
AT1G78260,1,+,29446861,29445862,29446861,1000
AT1G78270,1,-,29452417,29452417,29453416,1000
AT1G78280,1,+,29452555,29451556,29452555,1000
AT1G78290,1,-,29459493,29459493,29460492,1000
AT1G78300,1,+,29461391,29460392,29461391,1000
AT1G78310,1,-,29465249,29465249,29466248,1000
AT1G78320,1,-,29468394,29468394,29469393,1000
AT1G78340,1,-,29474003,29474003,29475002,1000
AT1G78360,1,-,29483009,29483009,29484008,1000
AT1G78370,1,-,29485389,29485389,29486388,1000
AT1G78380,1,-,29488007,29488007,29489006,1000
AT1G78390,1,-,29492875,29492875,29493874,1000
AT1G78400,1,-,29499682,29499682,29500681,1000
AT1G78410,1,+,29502506,29501507,29502506,1000
AT1G78420,1,+,29504532,29503533,29504532,1000
AT1G78430,1,+,29508951,29507952,29508951,1000
AT1G78440,1,-,29513100,29513100,29514099,1000
AT1G78450,1,-,29518028,29518028,29519027,1000
AT1G78460,1,-,29519323,29519323,29520322,1000
AT1G78470,1,+,29521770,29520771,29521770,1000
AT1G78476,1,+,29523982,29522983,29523982,1000
AT1G78480,1,-,29526363,29526363,29527362,1000
AT1G78490,1,+,29526861,29525862,29526861,1000
AT1G78500,1,+,29531467,29530468,29531467,1000
AT1G78510,1,-,29537482,29537482,29538481,1000
AT1G78520,1,-,29538712,29538712,29539711,1000
AT1G78530,1,-,29540865,29540865,29541864,1000
AT1G78540,1,-,29544875,29544875,29545874,1000
AT1G78550,1,-,29546518,29546518,29547517,1000
AT1G78560,1,-,29548866,29548866,29549865,1000
AT1G78570,1,+,29549540,29548541,29549540,1000
AT1G78580,1,-,29560912,29560912,29561911,1000
AT1G78590,1,+,29564241,29563242,29564241,1000
AT1G78600,1,+,29566863,29565864,29566863,1000
AT1G78610,1,-,29572572,29572572,29573571,1000
AT1G78620,1,-,29575801,29575801,29576800,1000
AT1G78630,1,+,29575806,29574807,29575806,1000
AT1G78635,1,-,29580644,29580644,29581643,1000
AT1G78640,1,-,29581988,29581988,29582987,1000
AT1G78650,1,+,29582907,29581908,29582907,1000
AT1G78660,1,+,29585677,29584678,29585677,1000
AT1G78670,1,+,29590904,29589905,29590904,1000
AT1G78680,1,+,29593756,29592757,29593756,1000
AT1G78690,1,+,29596478,29595479,29596478,1000
AT1G78700,1,+,29599349,29598350,29599349,1000
AT1G78710,1,+,29601253,29600254,29601253,1000
AT1G78720,1,+,29605457,29604458,29605457,1000
AT1G78730,1,-,29609441,29609441,29610440,1000
AT1G78740,1,-,29611492,29611492,29612491,1000
AT1G78750,1,-,29614884,29614884,29615883,1000
AT1G78760,1,-,29616738,29616738,29617737,1000
AT1G78770,1,+,29616919,29615920,29616919,1000
AT1G78780,1,-,29623337,29623337,29624336,1000
AT1G78790,1,-,29625078,29625078,29626077,1000
AT1G78800,1,-,29628024,29628024,29629023,1000
AT1G78810,1,-,29630578,29630578,29631577,1000
AT1G78815,1,-,29632791,29632791,29633790,1000
AT1G78820,1,-,29635931,29635931,29636930,1000
AT1G78830,1,-,29638773,29638773,29639772,1000
AT1G78840,1,-,29641018,29641018,29642017,1000
AT1G78850,1,-,29643535,29643535,29644534,1000
AT1G78860,1,-,29647691,29647691,29648690,1000
AT1G78870,1,+,29650376,29649377,29650376,1000
AT1G78880,1,-,29655949,29655949,29656948,1000
AT1G78890,1,+,29656430,29655431,29656430,1000
AT1G78895,1,-,29660006,29660006,29661005,1000
AT1G78900,1,+,29660088,29659089,29660088,1000
AT1G78910,1,+,29665166,29664167,29665166,1000
AT1G78915,1,-,29671341,29671341,29672340,1000
AT1G78920,1,+,29671413,29670414,29671413,1000
AT1G78922,1,-,29677815,29677815,29678814,1000
AT1G78930,1,-,29680757,29680757,29681756,1000
AT1G78940,1,-,29684180,29684180,29685179,1000
AT1G78950,1,-,29688800,29688800,29689799,1000
AT1G78955,1,-,29694255,29694255,29695254,1000
AT1G78960,1,+,29696394,29695395,29696394,1000
AT1G78970,1,+,29703055,29702056,29703055,1000
AT1G78980,1,-,29711421,29711421,29712420,1000
AT1G78990,1,-,29715017,29715017,29716016,1000
AT1G78995,1,-,29716255,29716255,29717254,1000
AT1G79000,1,-,29724748,29724748,29725747,1000
AT1G79010,1,-,29727028,29727028,29728027,1000
AT1G79020,1,-,29730593,29730593,29731592,1000
AT1G79030,1,-,29734444,29734444,29735443,1000
AT1G79040,1,+,29735952,29734953,29735952,1000
AT1G79050,1,-,29740179,29740179,29741178,1000
AT1G79060,1,+,29741728,29740729,29741728,1000
AT1G79070,1,-,29745815,29745815,29746814,1000
AT1G79080,1,-,29749085,29749085,29750084,1000
AT1G79090,1,-,29753330,29753330,29754329,1000
AT1G79100,1,+,29753648,29752649,29753648,1000
AT1G79103,1,+,29754536,29753537,29754536,1000
AT1G79110,1,+,29759030,29758031,29759030,1000
AT1G79120,1,-,29768793,29768793,29769792,1000
AT1G79130,1,+,29771218,29770219,29771218,1000
AT1G79150,1,-,29778016,29778016,29779015,1000
AT1G79160,1,-,29780876,29780876,29781875,1000
AT1G79170,1,+,29782273,29781274,29782273,1000
AT1G79180,1,+,29786257,29785258,29786257,1000
AT1G79190,1,+,29788466,29787467,29788466,1000
AT1G79200,1,+,29794373,29793374,29794373,1000
AT1G79210,1,-,29798836,29798836,29799835,1000
AT1G79220,1,+,29798851,29797852,29798851,1000
AT1G79230,1,+,29800563,29799564,29800563,1000
AT1G79250,1,-,29812683,29812683,29813682,1000
AT1G79260,1,+,29813146,29812147,29813146,1000
AT1G79270,1,+,29815470,29814471,29815470,1000
AT1G79280,1,-,29833016,29833016,29834015,1000
AT1G79310,1,+,29833839,29832840,29833839,1000
AT1G79320,1,+,29836644,29835645,29836644,1000
AT1G79330,1,+,29838551,29837552,29838551,1000
AT1G79340,1,+,29842587,29841588,29842587,1000
AT1G79350,1,-,29853466,29853466,29854465,1000
AT1G79360,1,-,29855872,29855872,29856871,1000
AT1G79370,1,+,29857934,29856935,29857934,1000
AT1G79380,1,+,29860491,29859492,29860491,1000
AT1G79390,1,-,29864330,29864330,29865329,1000
AT1G79400,1,+,29864992,29863993,29864992,1000
AT1G79410,1,-,29869784,29869784,29870783,1000
AT1G79420,1,+,29871326,29870327,29871326,1000
AT1G79430,1,-,29879279,29879279,29880278,1000
AT1G79440,1,-,29887414,29887414,29888413,1000
AT1G79450,1,+,29887616,29886617,29887616,1000
AT1G79460,1,+,29890367,29889368,29890367,1000
AT1G79470,1,-,29897166,29897166,29898165,1000
AT1G79480,1,-,29899604,29899604,29900603,1000
AT1G79485,1,+,29898481,29897482,29898481,1000
AT1G79490,1,+,29900443,29899444,29900443,1000
AT1G79500,1,+,29903353,29902354,29903353,1000
AT1G79510,1,-,29909988,29909988,29910987,1000
AT1G79520,1,-,29914967,29914967,29915966,1000
AT1G79530,1,-,29919408,29919408,29920407,1000
AT1G79540,1,-,29923124,29923124,29924123,1000
AT1G79550,1,-,29926636,29926636,29927635,1000
AT1G79560,1,+,29926624,29925625,29926624,1000
AT1G79570,1,-,29938856,29938856,29939855,1000
AT1G79580,1,-,29943713,29943713,29944712,1000
AT1G79590,1,+,29946185,29945186,29946185,1000
AT1G79600,1,-,29952726,29952726,29953725,1000
AT1G79610,1,-,29957201,29957201,29958200,1000
AT1G79620,1,-,29962323,29962323,29963322,1000
AT1G79630,1,-,29965795,29965795,29966794,1000
AT1G79640,1,-,29971640,29971640,29972639,1000
AT1G79650,1,-,29975359,29975359,29976358,1000
AT1G79660,1,+,29975667,29974668,29975667,1000
AT1G79670,1,-,29979356,29979356,29980355,1000
AT1G79680,1,-,29982819,29982819,29983818,1000
AT1G79690,1,+,29985046,29984047,29985046,1000
AT1G79700,1,-,29993766,29993766,29994765,1000
AT1G79710,1,+,29994962,29993963,29994962,1000
AT1G79720,1,-,29999045,29999045,30000044,1000
AT1G79730,1,-,30004083,30004083,30005082,1000
AT1G79740,1,-,30007190,30007190,30008189,1000
AT1G79750,1,-,30011690,30011690,30012689,1000
AT1G79760,1,+,30011981,30010982,30011981,1000
AT1G79770,1,+,30014233,30013234,30014233,1000
AT1G79780,1,+,30015712,30014713,30015712,1000
AT1G79790,1,-,30018234,30018234,30019233,1000
AT1G79800,1,+,30018490,30017491,30018490,1000
AT1G79810,1,+,30019744,30018745,30019744,1000
AT1G79820,1,-,30027634,30027634,30028633,1000
AT1G79830,1,-,30033907,30033907,30034906,1000
AT1G79840,1,+,30036956,30035957,30036956,1000
AT1G79850,1,-,30041952,30041952,30042951,1000
AT1G79860,1,-,30044297,30044297,30045296,1000
AT1G79870,1,+,30044746,30043747,30044746,1000
AT1G79880,1,-,30048408,30048408,30049407,1000
AT1G79890,1,+,30048519,30047520,30048519,1000
AT1G79900,1,-,30053936,30053936,30054935,1000
AT1G79910,1,+,30054552,30053553,30054552,1000
AT1G79915,1,+,30057206,30056207,30057206,1000
AT1G79920,1,-,30062824,30062824,30063823,1000
AT1G79930,1,-,30067589,30067589,30068588,1000
AT1G79940,1,+,30069519,30068520,30069519,1000
AT1G79950,1,+,30073524,30072525,30073524,1000
AT1G79960,1,-,30080552,30080552,30081551,1000
AT1G79970,1,+,30082077,30081078,30082077,1000
AT1G79985,1,+,30084114,30083115,30084114,1000
AT1G79990,1,+,30085750,30084751,30085750,1000
AT1G80000,1,+,30092807,30091808,30092807,1000
AT1G80010,1,+,30097336,30096337,30097336,1000
AT1G80030,1,-,30109087,30109087,30110086,1000
AT1G80040,1,-,30111284,30111284,30112283,1000
AT1G80050,1,-,30114010,30114010,30115009,1000
AT1G80060,1,-,30117645,30117645,30118644,1000
AT1G80070,1,+,30117847,30116848,30117847,1000
AT1G80080,1,-,30129649,30129649,30130648,1000
AT1G80090,1,+,30130218,30129219,30130218,1000
AT1G80100,1,+,30133718,30132719,30133718,1000
AT1G80110,1,+,30135024,30134025,30135024,1000
AT1G80120,1,+,30138818,30137819,30138818,1000
AT1G80130,1,-,30142697,30142697,30143696,1000
AT1G80133,1,-,30144313,30144313,30145312,1000
AT1G80140,1,+,30146611,30145612,30146611,1000
AT1G80150,1,+,30148330,30147331,30148330,1000
AT1G80160,1,+,30150897,30149898,30150897,1000
AT1G80165,1,-,30152501,30152501,30153500,1000
AT1G80170,1,-,30155894,30155894,30156893,1000
AT1G80180,1,-,30157808,30157808,30158807,1000
AT1G80190,1,+,30158923,30157924,30158923,1000
AT1G80200,1,+,30161852,30160853,30161852,1000
AT1G80210,1,-,30165755,30165755,30166754,1000
AT1G80220,1,+,30167839,30166840,30167839,1000
AT1G80230,1,-,30171334,30171334,30172333,1000
AT1G80240,1,-,30173109,30173109,30174108,1000
AT1G80245,1,+,30174101,30173102,30174101,1000
AT1G80260,1,+,30175642,30174643,30175642,1000
AT1G80270,1,+,30180907,30179908,30180907,1000
AT1G80280,1,-,30186716,30186716,30187715,1000
AT1G80290,1,+,30187920,30186921,30187920,1000
AT1G80300,1,+,30191538,30190539,30191538,1000
AT1G80310,1,+,30194618,30193619,30194618,1000
AT1G80315,1,-,30195732,30195732,30196731,1000
AT1G80320,1,+,30196782,30195783,30196782,1000
AT1G80330,1,-,30199537,30199537,30200536,1000
AT1G80340,1,-,30202349,30202349,30203348,1000
AT1G80350,1,-,30208268,30208268,30209267,1000
AT1G80360,1,-,30211592,30211592,30212591,1000
AT1G80370,1,+,30213705,30212706,30213705,1000
AT1G80380,1,+,30217116,30216117,30217116,1000
AT1G80390,1,-,30222769,30222769,30223768,1000
AT1G80400,1,+,30225176,30224177,30225176,1000
AT1G80410,1,-,30235087,30235087,30236086,1000
AT1G80420,1,-,30238535,30238535,30239534,1000
AT1G80440,1,+,30241452,30240453,30241452,1000
AT1G80450,1,-,30244949,30244949,30245948,1000
AT1G80460,1,-,30249337,30249337,30250336,1000
AT1G80470,1,+,30256065,30255066,30256065,1000
AT1G80480,1,-,30260732,30260732,30261731,1000
AT1G80490,1,-,30267125,30267125,30268124,1000
AT1G80500,1,+,30270445,30269446,30270445,1000
AT1G80510,1,+,30272849,30271850,30272849,1000
AT1G80520,1,+,30276116,30275117,30276116,1000
AT1G80525,1,+,30277490,30276491,30277490,1000
AT1G80530,1,-,30280359,30280359,30281358,1000
AT1G80540,1,-,30284536,30284536,30285535,1000
AT1G80550,1,-,30286798,30286798,30287797,1000
AT1G80555,1,+,30286956,30285957,30286956,1000
AT1G80560,1,+,30287763,30286764,30287763,1000
AT1G80570,1,+,30290325,30289326,30290325,1000
AT1G80580,1,+,30293558,30292559,30293558,1000
AT1G80590,1,-,30297224,30297224,30298223,1000
AT1G80600,1,-,30300658,30300658,30301657,1000
AT1G80610,1,-,30304428,30304428,30305427,1000
AT1G80620,1,+,30305022,30304023,30305022,1000
AT1G80625,1,+,30307505,30306506,30307505,1000
AT1G80630,1,-,30310667,30310667,30311666,1000
AT1G80640,1,+,30311527,30310528,30311527,1000
AT1G80650,1,+,30314493,30313494,30314493,1000
AT1G80660,1,-,30320197,30320197,30321196,1000
AT1G80670,1,-,30323902,30323902,30324901,1000
AT1G80680,1,+,30323882,30322883,30323882,1000
AT1G80690,1,-,30330944,30330944,30331943,1000
AT1G80700,1,+,30331842,30330843,30331842,1000
AT1G80710,1,-,30335940,30335940,30336939,1000
AT1G80720,1,+,30336097,30335098,30336097,1000
AT1G80730,1,-,30340385,30340385,30341384,1000
AT1G80740,1,+,30342394,30341395,30342394,1000
AT1G80745,1,+,30347426,30346427,30347426,1000
AT1G80750,1,+,30348670,30347671,30348670,1000
AT1G80760,1,-,30352208,30352208,30353207,1000
AT1G80770,1,+,30355025,30354026,30355025,1000
AT1G80780,1,+,30358000,30357001,30358000,1000
AT1G80790,1,+,30359649,30358650,30359649,1000
AT1G80810,1,+,30364946,30363947,30364946,1000
AT1G80820,1,+,30370474,30369475,30370474,1000
AT1G80830,1,-,30376072,30376072,30377071,1000
AT1G80840,1,+,30383561,30382562,30383561,1000
AT1G80850,1,-,30387602,30387602,30388601,1000
AT1G80860,1,-,30389434,30389434,30390433,1000
AT1G80865,1,+,30389538,30388539,30389538,1000
AT1G80870,1,+,30391899,30390900,30391899,1000
AT1G80880,1,-,30397007,30397007,30398006,1000
AT1G80890,1,+,30397128,30396129,30397128,1000
AT1G80900,1,-,30400399,30400399,30401398,1000
AT1G80910,1,+,30400631,30399632,30400631,1000
AT1G80920,1,-,30404713,30404713,30405712,1000
AT1G80930,1,-,30409768,30409768,30410767,1000
AT1G80940,1,+,30410585,30409586,30410585,1000
AT1G80950,1,-,30415264,30415264,30416263,1000
AT1G80960,1,+,30415123,30414124,30415123,1000
AT1G80970,1,+,30420102,30419103,30420102,1000
AT1G80980,1,-,30424152,30424152,30425151,1000
